feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore	wiskundeGroep
17ir45215	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir71609	1	0	7	7	8	4	<=7	7	7	8	4	<=7
17ir44565	1	0	8	4	10	6	<=7	8	4	10	6	<=7
17ir76642	1	0	12	8	2	8	8-9	12	8	2	8	8-9
17ir26675	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir44642	1	1	20	0	2	18	>=14	20	0	2	18	>=14
17ir42487	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir50230	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir51494	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir53977	1	0	7	7	8	4	<=7	7	7	8	4	<=7
17ir58238	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir98753	1	0	10	3	9	8	8-9	10	3	9	8	8-9
17ir11557	1	1	16	1	5	14	>=14	16	1	5	14	>=14
17ir40571	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir30625	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir35046	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir66225	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir49430	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir19944	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir16060	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir71346	1	1	14	2	6	12	10-13	14	2	6	12	10-13
17ir38464	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir90479	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir88729	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir41989	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir59996	1	1	18	0	4	16	>=14	18	0	4	16	>=14
17ir13939	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir89599	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir28662	1	1	12	2	8	10	10-13	12	2	8	10	10-13
17ir89065	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir57665	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir71774	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir83371	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir46032	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir96093	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir18387	1	0	11	5	6	8	8-9	11	5	6	8	8-9
17ir80028	1	0	8	7	7	5	<=7	8	7	7	5	<=7
17ir94522	1	0	8	5	9	6	<=7	8	5	9	6	<=7
17ir46924	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir39685	1	0	10	8	4	7	<=7	10	8	4	7	<=7
17ir95215	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir30960	1	0	9	8	5	6	<=7	9	8	5	6	<=7
17ir51028	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir48272	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir94804	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir98045	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir93747	1	0	5	12	5	1	<=7	5	12	5	1	<=7
17ir66722	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir10373	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir34213	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir93301	1	1	14	0	8	13	10-13	14	0	8	13	10-13
17ir60542	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir41653	1	1	14	7	1	11	10-13	14	7	1	11	10-13
17ir71329	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir55328	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir75794	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir73714	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir48027	1	1	14	1	7	12	10-13	14	1	7	12	10-13
17ir18748	1	0	9	7	6	6	<=7	9	7	6	6	<=7
17ir41641	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir25956	1	0	7	15	0	2	<=7	7	15	0	2	<=7
17ir42982	1	1	13	1	8	12	10-13	13	1	8	12	10-13
17ir69519	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir42342	1	1	16	1	5	14	>=14	16	1	5	14	>=14
17ir92863	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir84946	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir52583	1	0	10	7	5	7	<=7	10	7	5	7	<=7
17ir41531	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir56724	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir90767	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir14095	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir15240	1	1	12	2	8	10	10-13	12	2	8	10	10-13
17ir86443	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir85398	1	0	6	5	11	4	<=7	6	5	11	4	<=7
17ir50589	1	0	7	7	8	4	<=7	7	7	8	4	<=7
17ir56768	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir15075	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir45241	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir51177	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir80756	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir93574	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir31706	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir42823	1	0	9	8	5	6	<=7	9	8	5	6	<=7
17ir98420	1	1	12	2	8	10	10-13	12	2	8	10	10-13
17ir73779	1	0	4	11	7	0	<=7	4	11	7	0	<=7
17ir46372	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir85028	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir67420	1	0	9	5	8	7	<=7	9	5	8	7	<=7
17ir54416	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir58599	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir17961	1	1	21	0	1	19	>=14	21	0	1	19	>=14
17ir49027	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir58578	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir27546	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir91999	1	0	10	7	5	7	<=7	10	7	5	7	<=7
17ir91620	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir52456	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir34488	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir27239	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir80377	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir73152	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir44089	1	1	16	5	1	13	10-13	16	5	1	13	10-13
17ir65180	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir23117	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir97654	1	1	16	4	2	13	10-13	16	4	2	13	10-13
17ir72838	1	1	13	7	2	10	10-13	13	7	2	10	10-13
17ir69582	1	1	13	6	3	10	10-13	13	6	3	10	10-13
17ir55373	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir67990	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir92889	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir48103	1	1	14	8	0	10	10-13	14	8	0	10	10-13
17ir14109	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir97804	1	1	13	6	3	10	10-13	13	6	3	10	10-13
17ir48257	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir29444	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir72713	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir95086	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir18396	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir36824	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir70016	1	0	8	11	3	4	<=7	8	11	3	4	<=7
17ir91095	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir11332	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir23909	1	1	16	1	5	14	>=14	16	1	5	14	>=14
17ir38105	1	1	16	5	1	13	10-13	16	5	1	13	10-13
17ir22175	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir40478	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir45399	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir29127	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir33822	1	1	13	7	2	10	10-13	13	7	2	10	10-13
17ir66759	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir58890	1	0	11	7	4	8	8-9	11	7	4	8	8-9
17ir92589	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir19071	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir35662	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir45253	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir41099	1	0	13	9	0	9	8-9	13	9	0	9	8-9
17ir60528	1	0	7	13	2	2	<=7	7	13	2	2	<=7
17ir23690	1	0	7	6	9	5	<=7	7	6	9	5	<=7
17ir55754	1	0	10	8	4	7	<=7	10	8	4	7	<=7
17ir32405	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir88906	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir27298	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir40045	1	1	18	0	4	16	>=14	18	0	4	16	>=14
17ir39548	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir68355	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir64945	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir79405	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir32427	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir62330	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir87906	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir25674	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir95349	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir52493	1	0	8	8	6	5	<=7	8	8	6	5	<=7
17ir27580	1	0	12	7	3	9	8-9	12	7	3	9	8-9
