ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
34324	1	B	B	D	C	C	A	D	C	C	C	D	A	B	A	B	X	C	A	B	A	C	C
34613	1	D	C	B	B	D	A	D	D	X	D	B	A	X	X	D	X	X	D	X	C	B	B
34529	1	D	C	B	B	D	A	D	A	C	D	B	X	C	D	D	X	B	D	D	C	D	B
34502	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34450	1	X	C	X	B	D	X	X	A	X	D	C	X	C	B	C	X	X	D	X	A	A	B
34215	1	D	C	B	B	D	A	D	B	C	D	X	X	X	X	X	X	A	D	B	X	A	B
34486	1	D	C	C	A	B	A	B	A	B	X	B	A	C	D	C	B	A	D	A	B	B	B
34021	1	D	C	C	B	D	X	D	A	C	D	B	A	C	D	C	X	B	C	D	C	A	B
34173	1	D	C	B	B	D	X	C	A	C	D	B	A	C	C	C	X	B	X	X	C	B	D
34624	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34514	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	X	B	D
34022	1	D	C	B	D	D	A	D	A	C	D	B	X	C	X	X	X	B	X	X	X	B	X
34042	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	D	D
34288	1	D	C	X	A	D	X	D	A	X	D	A	X	D	D	C	X	X	D	B	A	B	X
34186	1	D	C	B	A	D	X	D	A	C	D	B	A	C	C	C	A	D	D	A	C	D	D
34315	1	D	C	D	A	D	A	D	A	X	C	B	X	A	D	C	X	B	D	D	A	D	A
34667	1	D	C	B	B	D	A	D	A	C	D	B	B	C	C	C	B	B	D	D	C	D	D
34269	1	D	C	X	B	D	C	A	A	C	D	B	A	C	D	C	B	A	C	D	X	B	D
34059	1	D	C	B	A	D	A	D	A	C	D	B	A	X	D	B	B	B	X	X	C	A	D
34178	1	D	C	B	A	D	X	A	A	C	D	D	B	C	D	C	A	X	D	D	B	B	D
34130	1	D	C	B	B	D	B	D	A	C	D	B	A	X	D	B	X	B	X	X	X	B	D
34525	1	D	C	B	B	D	C	C	A	C	D	B	A	D	D	C	B	B	D	D	C	B	B
34046	1	D	C	B	B	D	A	X	A	X	X	A	X	X	X	C	X	X	X	X	A	D	X
34561	1	D	C	B	B	D	A	D	A	C	D	B	A	C	C	C	A	B	D	X	C	B	D
34105	1	C	B	A	B	A	C	B	C	C	C	C	C	B	A	D	A	B	D	C	C	B	D
34097	1	D	C	B	B	D	X	B	A	X	B	C	A	X	D	C	X	X	X	X	B	B	X
