Alle Studenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naam,Voornaam,nummer,onlineID,ijkingstoetssessie,FeedbackGroep,TOTAAL,juist,fout,blanco,scoreA,juistA,foutA,blancoA,scoreB,juistB,foutB,blancoB,scoreC,juistC,foutC,blancoC,scoreD,juistD,foutD,blancoD,scoreE,juistE,foutE,blancoE,scoreF,juistF,foutF,blancoF,scoreG,juistG,foutG,blancoG,scoreH,juistH,foutH,blancoH
,,33855,wb1597221171YaAATsghTIpieiCRFhQ8sXyx4H0Hpw,19,A,19,33,1,1,18,23,1,1,10,10,0,0,13,13,1,1,10,10,0,0,,,,,,,,,,,,,,,,
,,33915,wb1597480511QK0PzbL3yfenJeebuBOFu3KdkRQM8Z,19,A,17,31,4,0,16,21,4,0,10,10,0,0,12,13,2,0,7,8,2,0,,,,,,,,,,,,,,,,
,,33499,wb1597300720z6baP2X6OpUxRAGw6uC6F1XGKuLMQF,19,A,9,17,3,15,7,10,2,13,7,7,1,2,5,5,0,10,4,5,2,3,,,,,,,,,,,,,,,,
,,32741,wb1593100100tql4oyZpodGlfhaYY6cKB6h081oyKE,19,A,4,14,20,1,2,8,16,1,5,6,4,0,2,5,9,1,1,3,7,0,,,,,,,,,,,,,,,,
,,33007,wb15944814984pB4DgKmrEfTun5HswyWHRhsS46g2b,19,A,16,29,2,4,15,19,2,4,10,10,0,0,12,12,1,2,7,7,1,2,,,,,,,,,,,,,,,,
,,32256,wb1591032622cVGjg4bBeQDE8FoXYZhClychBSViP2,19,A,15,28,6,1,13,18,6,1,10,10,0,0,10,11,3,1,6,7,3,0,,,,,,,,,,,,,,,,
,,33587,wb1597417647W97wKILhOwYzKWby9eiDx8stDn3hdy,19,A,9,18,9,8,6,10,8,7,8,8,1,1,5,6,4,5,3,4,4,2,,,,,,,,,,,,,,,,
,,33322,wb15965576819JzwhowcUqJUFsG9mNMplzV2xT2HEL,19,A,18,33,2,0,18,23,2,0,10,10,0,0,12,13,2,0,10,10,0,0,,,,,,,,,,,,,,,,
,,33286,wb1596438388BBLlKZzsrpZ1teHwpmmYCHYpsDS8Bd,19,A,13,26,8,1,12,17,7,1,9,9,1,0,7,9,5,1,7,8,2,0,,,,,,,,,,,,,,,,
,,33419,wb1597059549KKPwJvIK4eLG96bAeYfiAAVnLS6bho,19,A,10,22,13,0,7,13,12,0,9,9,1,0,3,6,9,0,6,7,3,0,,,,,,,,,,,,,,,,
,,32488,wb1591608412PDUzYIPlCFeDvPTw0sIZhdw2Xi1rBj,19,A,14,27,5,3,13,18,4,3,9,9,1,0,12,12,1,2,5,6,3,1,,,,,,,,,,,,,,,,
,,32443,wb1591444133IqQlFU2IyVNkzlRIAD94wXXSmFYLZF,19,A,14,27,8,0,11,17,8,0,10,10,0,0,11,12,3,0,3,5,5,0,,,,,,,,,,,,,,,,
,,33162,wb15957613141GBaW1IrQS8WC7B3v4yeNnAlqjFqji,19,A,1,10,25,0,0,5,20,0,3,5,5,0,0,2,13,0,1,3,7,0,,,,,,,,,,,,,,,,
,,33273,wb15963806386NJ9sTOzTx4qBTcGKDjp7CLaRtyJGC,19,A,18,33,2,0,18,23,2,0,10,10,0,0,14,14,1,0,9,9,1,0,,,,,,,,,,,,,,,,
,,32439,wb1591440897ml6DOwTCV3gFKqrWvqI7bKFtUahRR5,19,A,8,18,12,5,7,12,10,3,5,6,2,2,4,6,6,3,5,6,4,0,,,,,,,,,,,,,,,,
,,32943,wb15940508803FxzcCgnDoKzdX0zRAPpCi9FtRrdcD,19,A,13,24,3,8,13,17,2,6,7,7,1,2,9,9,0,6,7,8,2,0,,,,,,,,,,,,,,,,
,,32380,wb1591280366LzFj9AiXVwCkZEhtYkTNRw5GIW7GoN,19,A,18,32,3,0,17,22,3,0,10,10,0,0,14,14,1,0,7,8,2,0,,,,,,,,,,,,,,,,
